bin_left,bin_right,x_center,dns_count,dns_phi,aibm_count,aibm_phi
845.2384858166505,853.2945348863785,849.2665103515145,48,185.83181548600095,48,294.8861902995675
853.2945348863785,861.3505839561066,857.3225594212425,31,144.1835912680076,31,235.35046383150348
861.3505839561066,869.4066330258348,865.3786084909707,37,154.28587634534207,37,281.3483064043045
869.4066330258348,877.4626820955629,873.4346575606988,39,147.63341199439057,39,172.5207429914999
877.4626820955629,885.5187311652909,881.4907066304269,44,202.653502986112,44,247.43083267351648
885.5187311652909,893.5747802350189,889.5467557001549,37,286.7855219778721,37,212.38805205702732
893.5747802350189,901.630829304747,897.6028047698829,49,177.25545932536141,49,203.44582683138918
901.630829304747,909.686878374475,905.658853839611,32,195.91849389815027,32,248.51321904147
909.686878374475,917.7429274442032,913.7149029093391,42,248.37893776912065,42,524.0124045864795
917.7429274442032,925.7989765139313,921.7709519790673,30,254.39824920983082,30,229.35097521899496
925.7989765139313,933.8550255836593,929.8270010487953,46,217.000245994592,46,264.2160332938991
933.8550255836593,941.9110746533873,937.8830501185233,48,169.315502806403,48,285.28688482804404
941.9110746533873,949.9671237231154,945.9390991882514,29,179.52950005618854,29,260.97328587952865
949.9671237231154,958.0231727928434,953.9951482579794,29,243.65098823772777,29,213.63411043786206
958.0231727928434,966.0792218625717,962.0511973277075,32,248.84299457071666,32,235.14404320777913
966.0792218625717,974.1352709322997,970.1072463974357,28,220.14418306565648,28,345.1173428129314
974.1352709322997,982.1913200020277,978.1632954671637,29,386.6532915924251,29,296.52982094246255
982.1913200020277,990.2473690717558,986.2193445368918,45,185.5519001810905,45,252.1722796682547
990.2473690717558,998.3034181414838,994.2753936066198,31,227.1441427683456,31,338.57738700320743
998.3034181414838,1006.3594672112118,1002.3314426763478,30,238.43938543747305,30,462.6501977733064
1006.3594672112118,1014.4155162809401,1010.387491746076,35,454.565593676043,35,363.17185984674023
1014.4155162809401,1022.4715653506681,1018.4435408158041,36,409.5119123767144,36,315.53442339425936
1022.4715653506681,1030.5276144203963,1026.4995898855323,26,362.1251054489491,26,266.9062304109849
1030.5276144203963,1038.5836634901243,1034.5556389552603,32,353.59623354282047,32,287.0655959980298
1038.5836634901243,1046.6397125598523,1042.6116880249883,25,211.7580086344287,25,399.95976489570177
1046.6397125598523,1054.6957616295804,1050.6677370947164,36,261.4453124269606,36,426.34450068163716
1054.6957616295804,1062.7518106993084,1058.7237861644444,22,161.27038779749086,22,329.0068295248061
1062.7518106993084,1070.8078597690364,1066.7798352341724,22,213.63382965351124,22,296.26483925067424
1070.8078597690364,1078.8639088387645,1074.8358843039005,30,667.9929131104798,30,431.548720099087
1078.8639088387645,1086.9199579084925,1082.8919333736285,20,184.48753231092294,20,333.6848764924023
1086.9199579084925,1094.9760069782205,1090.9479824433565,25,253.3015164293853,25,234.29130702564805
1094.9760069782205,1103.0320560479486,1099.0040315130846,20,280.7464425711937,20,555.54801512469
1103.0320560479486,1111.088105117677,1107.0600805828128,20,379.71906421818466,20,340.95446602409487
1111.088105117677,1119.144154187405,1115.116129652541,19,294.99431774739026,19,283.61470819707296
1119.144154187405,1127.2002032571331,1123.172178722269,26,843.226554970842,26,351.738719169122
1127.2002032571331,1135.2562523268612,1131.2282277919971,21,179.84004490473683,21,239.16871312427384
1135.2562523268612,1143.3123013965892,1139.2842768617252,22,266.5898690713332,22,373.65903990792316
1143.3123013965892,1151.3683504663172,1147.3403259314532,29,249.9021647822669,29,362.97539511519483
1151.3683504663172,1159.4243995360453,1155.3963750011812,18,191.1147468573067,18,252.257767559821
1159.4243995360453,1167.4804486057733,1163.4524240709093,21,180.6051587801558,21,265.950819352947
1167.4804486057733,1175.5364976755013,1171.5084731406373,28,450.16950533217204,28,398.33758037496216
1175.5364976755013,1183.5925467452294,1179.5645222103653,17,502.650246783232,17,343.0218496809003
1183.5925467452294,1191.6485958149574,1187.6205712800934,15,190.45958523527202,15,298.23532422770694
1191.6485958149574,1199.7046448846856,1195.6766203498214,24,212.3620435783321,24,365.6013076175688
